iata,name,tz
HPG,Shennongjia Hongping Airport,Asia/Shanghai
HPH,Cat Bi International Airport,Asia/Ho_Chi_Minh
HPN,Westchester County Airport,America/New_York
HPT,Hampton Municipal Airport,America/Chicago
HPV,Princeville Airport,Pacific/Honolulu
HPY,Baytown Airport,America/Chicago
HQL,Tashkurgan Airport,Asia/Urumqi
HQM,Bowerman Airport,America/Los_Angeles
HQQ,Anyang Hongqiqu Airport,Asia/Shanghai
HRA,Mnichovo Hradiste,Europe/Prague
HRB,Harbin Taiping International Airport,Asia/Shanghai
HRC,Zhairem,Asia/Almaty
HRE,Robert Gabriel Mugabe International Airport,Africa/Harare
HRF,Hoarafushi Airport,Indian/Maldives
HRG,Hurghada International Airport,Africa/Cairo
HRH,Aligarh Airport,Asia/Kolkata
HRI,Hambantota International Airport,Asia/Colombo
HRK,Kharkiv International Airport,Europe/Kyiv
HRL,Rio Grande Valley International Airport,America/Chicago
HRM,Hassi R'Mel Airport,Africa/Algiers
HRO,Boone County Airport,America/Chicago
HRR,La Herrera,America/Bogota
HRS,Harrismith Airport,Africa/Johannesburg
HRT,RAF Linton-On-Ouse,Europe/London
HRY,Henbury Airport,Australia/Darwin
HRZ,Horizontina Airport,America/Sao_Paulo
HSA,Hazret Sultan International Airport,Asia/Almaty
HSB,Harrisburg IL US Raleigh,America/Chicago
HSC,Shaoguan Guitou Airport,Asia/Shanghai
HSF,Suifenhe Airport,Asia/Shanghai
HSG,Saga Airport,Asia/Tokyo
HSH,Henderson Executive Airport,America/Los_Angeles
HSI,Hastings Municipal Airport,America/Chicago
HSJ,Zhengzhou Shangjie Airport,Asia/Shanghai
HSK,Huesca-Pirineos Airport,Europe/Madrid
HSL,Huslia Airport,America/Anchorage
HSM,Horsham Airport,Australia/Melbourne
HSN,Zhoushan Airport,Asia/Shanghai
HSP,Ingalls Field Airport,America/New_York
HSR,Hirasar Airport,Asia/Kolkata
HSS,Hisar Airport,Asia/Kolkata
HST,Homestead Air Force Base,America/New_York
HSV,Huntsville International Airport-Carl T Jones Field,America/Chicago
HSZ,Hsinchu Air Base,Asia/Taipei
HTA,Kadala Airport,Asia/Yakutsk
HTB,Terre-de-Bas,America/Guadeloupe
HTG,Khatanga Airport,Asia/Krasnoyarsk
HTH,Hawthorne Municipal Airport,America/Los_Angeles
HTI,Great Barrier Reef Airport,Australia/Lindeman
HTL,Roscommon County-Blodgett Memorial Airport,America/Detroit
HTM,Khatgal Airport,Asia/Ulaanbaatar
HTN,Hotan Airport,Asia/Urumqi
HTO,East Hampton Airport,America/New_York
HTR,Hateruma Airport,Asia/Tokyo
HTS,Tri-State Airport,America/New_York
HTT,Huatugou Airport,Asia/Shanghai
HTU,Hopetoun Airport,Australia/Melbourne
HTV,Huntsville Municipal Airport,America/Chicago
HTW,Lawrence County Airpark,America/New_York
HTY,Hatay Airport,Europe/Istanbul
HTZ,Hato Corozal Airport,America/Bogota
HUA,Redstone Army Airfield,America/Chicago
HUB,Humbert River Airport,Australia/Darwin
HUC,Humacao Airport,America/Puerto_Rico
HUD,Humboldt Airport,America/Chicago
HUE,Humera Airport,Africa/Addis_Ababa
HUF,"Terre Haute, Terre Haute International Airport - Hulman Field",America/Indiana/Indianapolis
HUG,Huehuetenango,America/Guatemala
HUH,Huahine – Fare Airport,Pacific/Tahiti
HUI,Phu Bai International Airport,Asia/Ho_Chi_Minh
HUJ,Stan Stamper Municipal Airport,America/Chicago
HUK,Hukuntsi Airport,Africa/Gaborone
HUL,Houlton International Airport,America/New_York
HUM,Houma-Terrebonne Airport,America/Chicago
HUN,Hualien Airport,Asia/Taipei
HUO,Huolinhe Airport,Asia/Shanghai
HUQ,Hon Airport,Africa/Tripoli
HUS,Hughes Airport,America/Anchorage
HUT,Hutchinson Municipal Airport,America/Chicago
HUU,Alférez FAP David Figueroa Fernandini Airport,America/Lima
HUV,Hudiksvall Airport,Europe/Stockholm
HUW,Francisco Correa da Cruz Airport,America/Manaus
HUX,Bahías de Huatulco International Airport,America/Mexico_City
HUY,Humberside Airport,Europe/London
HUZ,Huizhou Pingtan Airport,Asia/Shanghai
HVA,Analalava Airport,Indian/Antananarivo
HVB,Hervey Bay Airport,Australia/Brisbane
HVD,Khovd Airport,Asia/Hovd
HVE,Hanksville Airport,America/Denver
HVG,"Honningsvåg Airport, Valan",Europe/Oslo
HVK,Hólmavík Airport,Atlantic/Reykjavik
HVN,Tweed-New Haven Airport,America/New_York
HVR,Havre City/County Airport,America/Denver
HVS,Hartsville Regional Airport,America/New_York
HWA,Hawabango,Pacific/Port_Moresby
HWD,Hayward Air Terminal Airport,America/Los_Angeles
HWI,Hawk Inlet,America/Juneau
HWK,Wilpena Pound Airport,Australia/Adelaide
HWN,Hwange National Park Airport,Africa/Harare
HWO,North Perry Airport,America/New_York
HXD,Delingha Airport,Asia/Shanghai
HXX,Hay Airport,Australia/Sydney
HYA,Barnstable Municipal Airport-Boardman/Polando Field,America/New_York
HYC,Wycombe Air Park,Europe/London
HYD,Rajiv Gandhi International Airport,Asia/Kolkata
HYF,Hayfields Airport,Pacific/Port_Moresby
HYG,Hydaburg Seaplane Base,America/Metlakatla
HYL,Hollis Clark Bay Seaplane Base,America/Juneau
HYN,Taizhou Luqiao Airport,Asia/Shanghai
HYR,Sawyer County Airport,America/Chicago
HYS,Hays Municipal Airport,America/Chicago
HYV,Hyvinkaa Airport,Europe/Helsinki
HZA,Heze Airport,Asia/Shanghai
HZB,Merville–Calonne Airport,Europe/Paris
HZG,Hanzhong Chenggu Airport,Asia/Shanghai
HZH,Liping Airport,Asia/Shanghai
HZK,Husavik Airport,Atlantic/Reykjavik
HZL,Hazleton Regional Airport,America/New_York
HZP,Fort MacKay/Horizon Airport,America/Edmonton
HZR,False River Regional Airport,America/Chicago
HZU,Chengdu Huaizhou Airport,Asia/Shanghai
HZV,Hazyview,Africa/Johannesburg
IAA,Igarka Airport,Asia/Krasnoyarsk
IAB,Mc Connell Air Force Base,America/Chicago
IAD,Washington Dulles International Airport,America/New_York
IAG,Niagara Falls International Airport,America/New_York
IAH,George Bush Intercontinental Airport,America/Chicago
IAL,Aeroporto Municipal de Salinas,America/Sao_Paulo
IAM,In Aménas Airport,Africa/Algiers
IAN,Bob Baker Memorial Airport,America/Anchorage
IAO,Sayak Airport,Asia/Manila
IAQ,Bahregan Airport,Asia/Tehran
IAR,Tunoshna Airport,Europe/Moscow
IAS,Iași International Airport,Europe/Bucharest
IAU,Iaura,Pacific/Port_Moresby
IAX,Miangas Airport,Asia/Makassar
IBA,Ibadan Airport,Africa/Lagos
IBB,Isabela Island,Pacific/Galapagos
IBE,"Perales Airport, El Salado",America/Bogota
IBI,Iboki,Pacific/Port_Moresby
IBL,Indigo Bay Lodge Airport,Africa/Maputo
IBM,Kimball Municipal Airport-Robert E Arraj Field,Australia/Perth
IBO,Ibo MZ,Africa/Maputo
IBP,Iberia Airport,America/Lima
IBR,Hyakuri Ab,Asia/Tokyo
IBZ,Ibiza Airport,Europe/Madrid
ICA,Icabarú Airport,America/Caracas
ICC,Andrés Miguel Salazar Marcano Airport,America/Caracas
ICI,Cicia Airport,Pacific/Fiji
ICK,Majoor Henry Fernandes Airport,America/Paramaribo
ICL,Schenck Field Airport,America/Chicago
ICN,Incheon International Airport,Asia/Seoul
ICO,Sicogon Island,Asia/Manila
ICR,Nicaro Airport,America/Havana
ICS,Cascade Airport,America/Boise
ICT,Wichita Mid-Continent Airport,America/Chicago
ICY,Icy Bay Airport,America/Anchorage
IDA,Idaho Falls Regional Airport,America/Boise
IDB,Idre Airport,Europe/Stockholm
IDC,Chilonzuine Is,Africa/Maputo
IDF,Idiofa Airport,Africa/Kinshasa
IDG,Ida Grove Municipal Airport,America/Chicago
IDH,Idaho County Airport,America/Los_Angeles
IDI,Indiana County/Jimmy Stewart Field,America/New_York
IDK,Indulkana Airport,Australia/Adelaide
IDN,Indagen,Pacific/Port_Moresby
IDO,Santa Isabel do Morro Airport,America/Araguaina
IDP,Independence Municipal Airport,America/Chicago
IDR,Devi Ahilyabai Holkar International Airport,Asia/Kolkata
IDY,Ile d'Yeu,Europe/Paris
IEG,Zielona Gora Airport,Europe/Warsaw
IEJ,Iejima Airport,Asia/Tokyo
IES,Riesa Göhlis Airport,Europe/Berlin
IEV,Kyiv Zhuliany International Airport,Europe/Kyiv
IFA,Iowa Falls Municipal Airport,America/Chicago
IFF,Iffley Airport,Australia/Brisbane
IFH,Hesa Airport,Asia/Tehran
IFJ,Ísafjörður Airport,Atlantic/Reykjavik
IFL,Innisfail Aerodrome,Australia/Brisbane
IFN,Isfahan International Airport,Asia/Tehran
IFO,Ivano-Frankivsk International Airport,Europe/Kyiv
IFP,Laughlin/Bullhead International Airport,America/Phoenix
IFU,Ifuru Island Airport,Indian/Maldives
IGA,Inagua Airport,America/Nassau
IGB,Ingeniero Jacobacci Airport,America/Argentina/Salta
IGD,Iğdır Airport,Europe/Istanbul
IGE,Iguela,Africa/Libreville
IGG,Igiugig Airport,America/Anchorage
IGH,Ingham Airport,Australia/Brisbane
IGL,Çiğli Air Base,Europe/Istanbul
IGM,Kingman Airport,America/Phoenix
IGN,Iligan,Asia/Manila
IGO,Chigorodó Airport,America/Bogota
IGR,Cataratas del Iguazú International Airport,America/Argentina/Cordoba
IGS,Ingolstadt Manching Airport,Europe/Berlin
IGT,Magas Airport,Europe/Moscow
IGU,Foz do Iguaçu / Cataratas International Airport,America/Sao_Paulo
IHA,Niihama,Asia/Tokyo
IHC,Inhaca Airport,Africa/Maputo
IHN,Qishn Airport,Asia/Aden
IHO,Ihosy Airport,Indian/Antananarivo
IHR,Iranshahr Airport,Asia/Tehran
IHU,Ihu Airport,Pacific/Port_Moresby
IIA,Inishmaan Aerodrome,Europe/Dublin
IIL,Ilam,Asia/Tehran
IIS,Nissan Island Airport,Pacific/Bougainville
IJK,Izhevsk Airport,Europe/Samara
IJU,Ijuí Airport,America/Sao_Paulo
IJX,Jacksonville Municipal Airport,America/Chicago
IKA,Tehran Imam Khomeini International Airport,Asia/Tehran
IKB,Wilkes County Airport,America/New_York
IKE,Ikerasak Heliport,America/Nuuk
IKI,Iki Airport,Asia/Tokyo
IKK,Greater Kankakee Airport,America/Chicago
IKL,Ikela Airport,Africa/Kinshasa
IKO,Nikolski Air Station,America/Adak
IKP,Inkerman Airport,Australia/Brisbane
IKS,Tiksi Airport,Asia/Yakutsk
IKT,Irkutsk Airport,Asia/Irkutsk
IKU,Issyk-Kul International Airport,Asia/Bishkek
ILA,Illaga Airport,Asia/Jayapura
ILB,Ilha Solteira,America/Sao_Paulo
ILD,Lleida-Alguaire Airport,Europe/Madrid
ILE,Skylark Field Airport,America/Chicago
ILF,Ilford Airport,America/Winnipeg
ILG,New Castle Airport,America/New_York
ILH,Illesheim Army Heliport,Europe/Berlin
ILI,Iliamna Airport,America/Anchorage
ILK,Atsinanana Airport,Indian/Antananarivo
ILL,Willmar Municipal Airport,America/Chicago
ILM,Wilmington International Airport,America/New_York
ILN,Wilmington Air Park,America/New_York
ILO,Iloilo International Airport,Asia/Manila
ILP,Île des Pins Airport,Pacific/Noumea
ILQ,Ilo Airport,America/Lima
ILR,Ilorin,Africa/Lagos
ILS,Ilopango International Airport,America/El_Salvador
ILU,Kilaguni Airport,Africa/Nairobi
ILX,Ileg,Pacific/Port_Moresby
ILY,Islay Airport,Europe/London
ILZ,Žilina Airport,Europe/Bratislava
IMA,Iamalele,Pacific/Port_Moresby
IMB,Imbaimadai Airport,America/Guyana
IMD,Imonda,Pacific/Port_Moresby
IMF,Imphal International Airport,Asia/Kolkata
IMG,Inhaminga MZ,Africa/Maputo
IMI,Ine Airport,Pacific/Majuro
IMK,Simikot Airport,Asia/Kathmandu
IML,Imperial Municipal Airport,America/Denver
IMM,Immokalee Regional Airport,America/New_York
IMN,Imane,Pacific/Port_Moresby
IMO,Zemio Airport,Africa/Bangui
IMP,Imperatriz,America/Araguaina
IMQ,Maku International Airport,Asia/Tehran
IMT,Ford Airport,America/Menominee
INA,Inta Airport,Europe/Moscow
INB,Independence Airport,America/Belize
INC,Yinchuan Hedong Airport,Asia/Shanghai
IND,Indianapolis International Airport,America/Indiana/Indianapolis
INE,Chinde,Africa/Maputo
INF,In Guezzam Airport,Africa/Algiers
ING,Lago Argentino Aerodrome,America/Argentina/Rio_Gallegos
INH,Inhambane,Africa/Maputo
INI,Niš Constantine the Great Airport,Europe/Belgrade
INJ,Injune Airport,Australia/Brisbane
INK,Winkler County Airport,America/Chicago
INL,Falls International Airport-Einarson Field,America/Chicago
INM,"Innamincka Airport, Innamincka",Australia/Adelaide
INN,Innsbruck Airport,Europe/Vienna
INO,Inongo,Africa/Kinshasa
INQ,Inisheer Aerodrome,Europe/Dublin
INR,Kincheloe Air Force Base,America/Detroit
INS,Creech Air Force Base,America/Los_Angeles
INT,Smith Reynolds Airport,America/New_York
INU,Nauru International Airport,Pacific/Nauru
INV,Inverness Dalcross Airport,Europe/London
INW,Winslow Municipal Airport,America/Phoenix
INX,Inanwatan Airport,Asia/Jayapura
INY,Inyati Airfield,Africa/Johannesburg
INZ,In Salah Airport,Africa/Algiers
IOA,Ioannina National Airport,Europe/Athens
IOK,Iokea,Pacific/Port_Moresby
IOM,Isle Of Man / Ronaldsway Airport,Europe/Isle_of_Man
ION,Impfondo Airport,Africa/Brazzaville
IOP,Ioma,Pacific/Port_Moresby
IOQ,Isortoq Heliport,America/Nuuk
IOR,Inishmore Aerodrome,Europe/Dublin
IOS,Ilhéus Jorge Amado Airport,America/Bahia
IOT,Illorsuit Heliport,America/Nuuk
IOU,Edmond Cané Airport,Pacific/Noumea
IOW,Iowa City Municipal Airport,America/Chicago
IPA,Ipota Airport,Pacific/Efate
IPC,Mataveri International Airport,Pacific/Easter
IPE,Ipil Airport,Asia/Manila
IPG,Ipiranga Airport,America/Manaus
IPH,Sultan Azlan Shah Airport,Asia/Kuala_Lumpur
IPI,Ipiales / San Luis,America/Bogota
IPL,Imperial County Airport,America/Los_Angeles
IPN,Usiminas Airport,America/Sao_Paulo
IPT,Williamsport-Lycoming County Airport,America/New_York
IPU,Ipiaú Airport,America/Bahia
IPZ,San Isidro de El General Airport,America/Costa_Rica
IQA,Al Asad Airbase,Asia/Baghdad
IQM,Qiemo Yudu Airport,Asia/Urumqi
IQN,Qingyang Airport,Asia/Shanghai
IQQ,Diego Aracena International Airport,America/Santiago
IQT,Coronel FAP Francisco Secada Vignetta International Airport,America/Lima
IRA,Kirakira Airport,Pacific/Guadalcanal
IRB,Iraan,America/Chicago
IRC,Circle City Airport,America/Anchorage
IRD,Ishwardi Airport,Asia/Dhaka
IRE,Irecê Airport,America/Bahia
IRG,Lockhart River Airport,Australia/Brisbane
IRI,Iringa Airport,Africa/Dar_es_Salaam
IRJ,Capitán Vicente Almandos Almonacid Airport,America/Argentina/La_Rioja
IRK,Kirksville Regional Airport,America/Chicago
IRM,Igrim airport,Asia/Yekaterinburg
IRN,Iriona,America/Tegucigalpa
IRO,Birao,Africa/Bangui
IRP,Matari Airport,Africa/Lubumbashi
IRS,Kirsch Municipal Airport,America/Detroit
IRU,Iranamadu,Asia/Colombo
IRZ,Tapuruquara Airport,America/Manaus
ISA,Mount Isa Airport,Australia/Brisbane
ISB,Benazir Bhutto International Airport,Asia/Karachi
ISC,St Mary's Airport,Europe/London
ISD,Iscuande,America/Bogota
ISE,Suleyman Demirel,Europe/Istanbul
ISG,Ishigaki Airport,Asia/Tokyo
ISI,Isisford Airport,Australia/Brisbane
ISJ,Isla Mujeres Airport,America/Cancun
ISK,Gandhinagar Airport,Asia/Kolkata
ISL,Istanbul Atatürk Airport,Europe/Istanbul
ISM,Kissimmee Gateway Airport,America/New_York
ISN,Sloulin Field International Airport,America/Chicago
ISO,Kinston Regional Jetport,America/New_York
ISP,Long Island Mac Arthur Airport,America/New_York
ISQ,Manistique,America/Detroit
ISS,Wiscasset Airport,America/New_York
IST,Istanbul Atatürk Airport,Europe/Istanbul
ISU,Sulaymaniyah International Airport,Asia/Baghdad
ISW,Alexander Field South Wood County Airport,America/Chicago
ITA,Itacoatiara Airport,America/Manaus
ITB,Itaituba,America/Santarem
ITE,Itubera Airport,America/Bahia
ITH,Ithaca Tompkins Regional Airport,America/New_York
ITI,Itambacuri Fazenda Americana Airport,America/Sao_Paulo
ITK,Itokama,Pacific/Port_Moresby
ITM,Osaka International Airport,Asia/Tokyo
ITN,Itabuna Airport,America/Bahia
ITO,Hilo International Airport,Pacific/Honolulu
ITP,Itaperuna,America/Sao_Paulo
ITQ,Itaqui Airport,America/Sao_Paulo
ITR,Itumbiara Airport,America/Sao_Paulo
ITU,Iturup Island Airport,Asia/Magadan
IUE,Alofi / Niue,Pacific/Niue
IUI,Innaarsuit Heliport,America/Nuuk
IUL,Ilu Airport,Asia/Jayapura
IUP,Apuí Airport,America/Manaus
IUS,Inus,Pacific/Port_Moresby
IVA,Ambanja Airport,Indian/Antananarivo
IVC,Invercargill Airport,Pacific/Auckland
IVG,Dolac Airport,Europe/Podgorica
IVH,Ivishak Airport,America/Anchorage
IVI,Viveros Island PA,America/Panama
IVL,Ivalo Airport,Europe/Helsinki
IVO,Chivolo,America/Bogota
IVR,Inverell Airport,Australia/Sydney
IVW,Inverway Airport,Australia/Darwin
IWA,Ivanovo South Airport,Europe/Moscow
IWD,Gogebic–Iron County Airport,America/Menominee
IWJ,Iwami Airport,Asia/Tokyo
IWK,Marine Corps Air Station Iwakuni,Asia/Tokyo
IWO,Iwo Jima Air Base,Asia/Tokyo
IWS,West Houston Airport,America/Chicago
IXA,Agartala Airport,Asia/Kolkata
IXB,Bagdogra Airport,Asia/Kolkata
IXC,Chandigarh International Airport,Asia/Kolkata
IXD,Allahabad Airport,Asia/Kolkata
IXE,Mangalore Airport,Asia/Kolkata
IXG,Belgaum Airport,Asia/Kolkata
IXH,Kailashahar Airport,Asia/Kolkata
IXI,Lilabari Airport,Asia/Kolkata
IXJ,Jammu Airport,Asia/Kolkata
IXK,Keshod Airport,Asia/Kolkata
IXL,Kushok Bakula Rimpochhe Airport,Asia/Kolkata
IXM,Madurai Airport,Asia/Kolkata
IXN,Khowai Airport,Asia/Kolkata
IXP,Pathankot Air Force Station,Asia/Kolkata
IXQ,Kamalpur Airport,Asia/Kolkata
IXR,Birsa Munda Airport,Asia/Kolkata
IXS,Silchar Airport,Asia/Kolkata
IXT,Pasighat Airport,Asia/Kolkata
IXU,Aurangabad Airport,Asia/Kolkata
IXV,Along Airport,Asia/Kolkata
IXW,Jamshedpur,Asia/Kolkata
IXX,Bidar Airport,Asia/Kolkata
IXY,Kandla Airport,Asia/Kolkata
IXZ,Veer Savarkar International Airport,Asia/Kolkata
IYK,Inyokern Airport,America/Los_Angeles
IZA,Presidente Itamar Franco Airport,America/Sao_Paulo
IZE,Itzehoe-Hungriger Wolf,Europe/Berlin
IZM,İzmir,Europe/Istanbul
IZO,Izumo Airport,Asia/Tokyo
IZT,Ixtepec Airport,America/Mexico_City
JAA,Jalālābād Airfield,Asia/Kabul
JAB,Jabiru Airport,Australia/Darwin
JAC,Jackson Hole Airport,America/Denver
JAD,Jandakot Airport,Australia/Perth
JAE,Jaén Shumba Airport,America/Lima
JAF,Kankesanturai Airport,Asia/Colombo
JAG,PAF Base Shahbaz,Asia/Karachi
JAH,Aubagne-Les Paluds Heliport,Europe/Paris
JAI,Jaipur Airport,Asia/Kolkata
JAK,Jacmel,America/Port-au-Prince
JAL,El Lencero Airport,America/Mexico_City
JAM,Bezmer Air Base,Europe/Sofia
JAN,Jackson-Evers International Airport,America/Chicago
JAO,Beaver Ruin Heliport,America/New_York
JAP,Puntarenas Chacarita Airport,America/Costa_Rica
JAQ,Jacquinot Bay Airport,Pacific/Port_Moresby
JAR,Jahrom Airport,Asia/Tehran
JAS,Jasper TX US County Bell Fld,America/Chicago
JAT,Jabat Airfield,Pacific/Majuro
JAU,Francisco Carle Airport,America/Lima
JAV,Ilulissat Airport,America/Nuuk
JAW,Araripina Airport,America/Recife
JAX,Jacksonville International Airport,America/New_York
JBB,Jember Noto Hadinegoro Airport,Asia/Jakarta
JBK,Qitai Jiangbulake Airport,Asia/Urumqi
JBQ,La Isabela International Airport,America/Santo_Domingo
JBR,Jonesboro Municipal Airport,America/Chicago
JBS,São Borja João Manoel Airport,America/Sao_Paulo
JBT,Bethel Seaplane Base,America/Anchorage
JCA,Croisette Heliport,Europe/Paris
JCB,Santa Terezinha Municipal Airport,America/Sao_Paulo
JCD,Saint Croix Downtown Heliport,America/St_Thomas
JCE,Oakland Convention Center Heliport,America/Los_Angeles
JCH,Qasigiannguit Heliport,America/Nuuk
JCI,New Century AirCenter,America/Chicago
JCJ,Chuja Heliport,Asia/Seoul
JCK,Julia Creek Airport,Australia/Brisbane
JCL,Jihoceske letiste Cesk,Europe/Prague
JCM,Jacobina Airport,America/Bahia
JCN,Incheon Heliport,Asia/Seoul
JCO,Comino Heliport,Europe/Malta
JCR,Jacareacanga,America/Santarem
JCS,Crateús Airport,America/Fortaleza
JCT,Junction TX US Kimble County,America/Chicago
JCU,Ceuta Heliport,Africa/Ceuta
JCY,Johnson TX US Lbj Ranch,America/Chicago
JDA,Grant County Regional Airport,America/Los_Angeles
JDB,Dallas CBD Vertiport,America/Chicago
JDE,Jiande Qiandaohu General Airport,Asia/Shanghai
JDF,Juiz De Fora Airport,America/Sao_Paulo
JDG,Jeongseok Airport,Asia/Seoul
JDH,Jodhpur Airport,Asia/Kolkata
JDM,Miami Downtown Heliport,America/New_York
JDN,Jordan Airport,America/Denver
JDO,Orlando Bezerra de Menezes Airport,America/Fortaleza
JDP,Paris Issy-les-Moulineaux Heliport,Europe/Paris
JDR,São João del-Rei Airport,America/Sao_Paulo
JDT,Minneapolis Downtown Heliport,America/Chicago
JDZ,Jingdezhen Airport,Asia/Shanghai
JED,Jeddah King Abdul Aziz International Airport,Asia/Riyadh
JEE,Jérémie Airport,America/Port-au-Prince
JEF,Jefferson City Memorial Airport,America/Chicago
JEG,Aasiaat Airport,America/Nuuk
JEJ,Jeh Airfield,Pacific/Kwajalein
JEK,Jeki Airport,Africa/Lusaka
JEQ,Jequié Airport,America/Bahia
JER,Jersey Airport,Europe/Jersey
JFK,John F. Kennedy International Airport,America/New_York
JFM,Fremantle Heliport,Australia/Perth
JFN,Ashtabula County Airport,America/New_York
JFR,Paamiut Airport,America/Nuuk
JGA,Jamnagar Airport,Asia/Kolkata
JGB,Jagdalpur Airport,Asia/Kolkata
JGD,Jiagedaqi Airport,Asia/Shanghai
JGN,Jiayuguan Airport,Asia/Shanghai
JGO,Qeqertarsuaq Heliport,America/Nuuk
JGR,Kangilinnguit Heliport,America/Nuuk
JGS,Jinggangshan Airport,Asia/Shanghai
JHB,Senai International Airport,Asia/Kuala_Lumpur
JHC,Garden City Island Heliport,America/New_York
JHE,Helsingborg Heliport,Europe/Stockholm
JHF,São Paulo Catarina Executive Airport,America/Sao_Paulo
JHG,Xishuangbanna Gasa Airport,Asia/Shanghai
JHL,Fort MacKay/Albian Aerodrome,America/Edmonton
JHM,Kapalua Airport,Pacific/Honolulu
JHN,General Besar Abdul Haris Nasution Airport,Asia/Jakarta
JHQ,Shute Harbour Heliport,Australia/Brisbane
JHS,Sisimiut Airport,America/Nuuk
JHW,Chautauqua County-Jamestown Airport,America/New_York
JIA,Juína Airport,America/Cuiaba
JIB,Djibouti–Ambouli International Airport,Africa/Djibouti
JIC,Jinchang Jinchuan Airport,Asia/Shanghai
